"","Combine","n"
"4304","set-aside",1
"4305","set-asidepolicy",1
"4306","setariaitalica",1
"4307","sexfactors",1
"4308","shaanxi",1
"4309","shade",1
"4310","shan",1
"4311","shannon-weaverindex",1
"4312","shannon-wienerdiversityindex",1
"4313","shanxi",1
"4314","shellfish",1
"4315","shgs",1
"4316","shift-shareanalysis",1
"4317","shifting/jhum/slash-and-burnfarming",1
"4318","shiftingagrarianrelations",1
"4319","shiftingcultivationlandscape",1
"4320","shiftingcultivations",1
"4321","shivaliks",1
"4322","shortfoodsupplychain",1
"4323","shrimpculture",1
"4324","shrubland",1
"4325","sichuanbasin",1
"4326","sikkimhimalaya",1
"4327","silkworm",1
"4328","simplesequencerepeat(ssr)",1
"4329","simpsonindex",1
"4330","simulatedrainfall",1
"4331","simulationanalyses",1
"4332","simultaneousequations",1
"4333","sirajganj",1
"4334","site-specificnutrientmanagement",1
"4335","skindisease",1
"4336","slopeangle",1
"4337","slopes",1
"4338","slopestability",1
"4339","slopingagriculturallandtechnology",1
"4340","slopingcroplands",1
"4341","slopinglandconversionprogram(slcp)",1
"4342","slowfood",1
"4343","slowfooddevelopment",1
"4344","slowfoodtourism",1
"4345","small-holder",1
"4346","small-scalefarming",1
"4347","smallandmarginalfarmers",1
"4348","smallandmedium-sizedenterprise",1
"4349","smallfamilybusiness",1
"4350","smallfarmers",1
"4351","smallholder-farms",1
"4352","smallholderlivelihoods",1
"4353","smallholderrubberplantation",1
"4354","smallholders",1
"4355","smallscalefarmers",1
"4356","smallscalefarming",1
"4357","smallscaleindustry",1
"4358","smes",1
"4359","soc",1
"4360","social-ecologicaldomain",1
"4361","socialaspects",1
"4362","socialcommerce",1
"4363","socialdesirability",1
"4364","socialimpact",1
"4365","socialjustice",1
"4366","socialmarketing",1
"4367","socialnetworks",1
"4368","socialpolicy",1
"4369","socialproblem",1
"4370","socialsciencescomputing",1
"4371","socialscientists",1
"4372","socialsustainableentrepreneurship",1
"4373","socialwelfare",1
"4374","socio-cultural",1
"4375","socio-ecologicalsystem",1
"4376","socio-economiccharacteristics",1
"4377","socio-economicconstraint",1
"4378","socio-economicdevelopment",1
"4379","socio-economicindicators",1
"4380","socio-economicprospects",1
"4381","socio-economy",1
"4382","socio-ecotechnicalsystems",1
"4383","socio-technicalsystems",1
"4384","socioeconomicchange",1
"4385","socioeconomy",1
"4386","socioecotechnicalsystems",1
"4387","socstock",1
"4388","sodic",1
"4389","sodicity",1
"4390","sodicsoil",1
"4391","soilacidification",1
"4392","soilaggregates",1
"4393","soilbacterialcommunity",1
"4394","soilbiodiversity",1
"4395","soilbiota",1
"4396","soilchange",1
"4397","soilchanges",1
"4398","soilconservationpractices",1
"4399","soildynamics",1
"4400","soilecology",1
"4401","soilemission",1
"4402","soilenzymeactivities",1
"4403","soilenzymeactivity",1
"4404","soilenzymes",1
"4405","soilfertilization",1
"4406","soilimprovement",1
"4407","soillossratio",1
"4408","soilmacrofauna",1
"4409","soilmanagement",1
"4410","soilmicrobialbiomass",1
"4411","soilmicrobialbiomasscarbons",1
"4412","soilnitrogenandphosphorus",1
"4413","soilnitrogensequestration",1
"4414","soilnutrients",1
"4415","soilorganiccarbonstocks",1
"4416","soilpollutant",1
"4417","soilpollutants",1
"4418","soilprofile",1
"4419","soilproperties",1
"4420","soilprotectionmeasures",1
"4421","soilqualityandbiota",1
"4422","soilqualityindex",1
"4423","soilredistribution",1
"4424","soilrespirationrates",1
"4425","soiltemperature",1
"4426","soiltesting",1
"4427","soiltotalnitrogen",1
"4428","soilwatercontent",1
"4429","soilwaterstoragecharacteristics",1
"4430","solanum",1
"4431","solarradiationinterception",1
"4432","sorghummosaicvirus",1
"4433","source-sinkrelations",1
"4434","sourcesofinformation",1
"4435","southamerica",1
"4436","southaustralia",1
"4437","southchina",1
"4438","southernchinstate",1
"4439","southwestchinas",1
"4440","sowing",1
"4441","sowingmethod",1
"4442","spa-fuzzymodel",1
"4443","space-basedradar",1
"4444","spacearrangement",1
"4445","spateirrigation",1
"4446","spatialandtemporalpatterns",1
"4447","spatialtemporalpattern",1
"4448","spatialtemporals",1
"4449","spatialvariation",1
"4450","spatialweighting",1
"4451","spatio-temporaldimensions",1
"4452","specialissue",1
"4453","specialist",1
"4454","speciation",1
"4455","speciation(chemistry)",1
"4456","speciescultivation",1
"4457","speciesdifferentiation",1
"4458","speciesdiversityindex",1
"4459","speciesevenness",1
"4460","speciesextinction",1
"4461","specieshabitat",1
"4462","speciesrichnessandstemdensity",1
"4463","spinaciaoleracea",1
"4464","spondiasaxillaris",1
"4465","spring",1
"4466","ssr",1
"4467","ssr(simplesequencerepeat)",1
"4468","ssrs",1
"4469","stabilization",1
"4470","stableisotope",1
"4471","stakeholdermanagement",1
"4472","stakeholdertheory",1
"4473","staleseedbed",1
"4474","stallfeeding",1
"4475","standards",1
"4476","standstructure",1
"4477","staphyleabumalda",1
"4478","state-of-theartreviews",1
"4479","stateownedenterprise",1
"4480","stateprotectedareas",1
"4481","statisticaldata",1
"4482","statisticalmeasures",1
"4483","statisticalmodel",1
"4484","statutorymeasures",1
"4485","steepslope",1
"4486","steps",1
"4487","stochasticfrontieranalysis",1
"4488","stochasticity",1
"4489","stockandflowframework",1
"4490","stomatalconductance",1
"4491","strategicplanning",1
"4492","strategy",1
"4493","stratification",1
"4494","strawpyrolysis",1
"4495","streptomyceshydrogenansdh16",1
"4496","stress",1
"4497","stress-tolerantcultivar",1
"4498","stresstolerance",1
"4499","structuralequationmodeling",1
"4500","structuralvectorautoregressionmodel",1
"4501","structure-functionperspective",1
"4502","structure–functionrelationships",1
"4503","structureanalysis",1
"4504","student",1
"4505","students",1
"4506","stunting",1
"4507","subjectivenorms",1
"4508","sublethaleffect",1
"4509","subsidies",1
"4510","subsidysystem",1
"4511","subsistencecerealfarming",1
"4512","subsistenceeconomy",1
"4513","subsistencefarmhouseholds",1
"4514","subsistencefarming",1
"4515","substitution",1
"4516","subtropicalforest",1
"4517","subtropicalmountains",1
"4518","subtropicalproductionsystem",1
"4519","suburbanarea",1
"4520","sugar",1
"4521","sugarcaneharvesters",1
"4522","sugarcanemosaicvirus",1
"4523","sugarmetabolism",1
"4524","sulfurcompounds",1
"4525","sulphates",1
"4526","summerlegumes",1
"4527","supermarkets",1
"4528","supply-demandperspective",1
"4529","supplychainresources",1
"4530","supplysidereform",1
"4531","surfacearea",1
"4532","surfacewater",1
"4533","surveying",1
"4534","survivorship",1
"4535","susscrofadomestica",1
"4536","sustainabilityassessment",1
"4537","sustainabilityspace",1
"4538","sustainabilitystandard",1
"4539","sustainabilityvalues",1
"4540","sustainableagricultural",1
"4541","sustainableagriculturalintensification",1
"4542","sustainableagriculturestrategy",1
"4543","sustainableagriculturesustainabledevelopment",1
"4544","sustainableagroecosystem",1
"4545","sustainablecropproduction",1
"4546","sustainablefood",1
"4547","sustainableintensificationpractices",1
"4548","sustainableland-usedevelopment",1
"4549","sustainablelanduse",1
"4550","sustainablelivelihood",1
"4551","sustainablelivelihoodframework",1
"4552","sustainablelivelihoods",1
"4553","sustainablephosphorusmanagement",1
"4554","sustainableproductivity",1
"4555","sustainableregionaldevelopment",1
"4556","sustainableruraldevelopment",1
"4557","sustainablesociety",1
"4558","sustainabletechnologies",1
"4559","sustainableuse",1
"4560","sustainableutilization",1
"4561","sustainablevalueindex",1
"4562","svarmodel",1
"4563","svarmodels",1
"4564","swat",1
"4565","swatvalley",1
"4566","sweetsorghum",1
"4567","swertia",1
"4568","swidden",1
"4569","swietenia",1
"4570","swieteniamacrophylla",1
"4571","swine",1
"4572","swingpotential",1
"4573","sympatricpopulation",1
"4574","sympatricpopulations",1
"4575","synergies",1
"4576","synthesis(chemical)",1
"4577","syntheticapertureradar",1
"4578","system",1
"4579","systemcomponents",1
"4580","systemdevelopment",1
"4581","systemicapproaches",1
"4582","systemofcropintensification",1
"4583","systemofriceintensification",1
"4584","systemsanalysis",1
"4585","systemsbiology",1
"4586","systemtransition",1
"4587","systemtransitions",1
"4588","t.aestivum",1
"4589","tailue",1
"4590","tajikistan",1
"4591","takhar",1
"4592","tannon",1
"4593","tanzania",1
"4594","taro",1
"4595","tartarybuckwheat(fagopyrumtataricum)",1
"4596","taxreform",1
"4597","tcadinol",1
"4598","tdndemandandsupply",1
"4599","teagarden",1
"4600","teagardens",1
"4601","technicalpresentations",1
"4602","technologicalchanges",1
"4603","technologicalgap",1
"4604","technologicalinnovation",1
"4605","technologicalrevolution",1
"4606","technologyaccess",1
"4607","technologycommercialization",1
"4608","technologydissemination",1
"4609","technologyindex",1
"4610","technologyprotection",1
"4611","technologytargeting",1
"4612","teestabarrageproject",1
"4613","tef",1
"4614","telluricprospecting",1
"4615","temperateenvironment",1
"4616","temperatureeffect",1
"4617","temporalanalysis",1
"4618","temporalvariation",1
"4619","terai",1
"4620","terminalheatstress",1
"4621","terminaliamyriocarpa",1
"4622","termsoftrade",1
"4623","ternaryalloys",1
"4624","ternarydiagram",1
"4625","ternarydiagrams",1
"4626","terpinen4ol",1
"4627","terpinene",1
"4628","terpineol",1
"4629","terpinolene",1
"4630","terracedlandscape",1
"4631","terraceriser",1
"4632","terracewall",1
"4633","terrain",1
"4634","terrestrialecosystem",1
"4635","terrestrialecosystems",1
"4636","tetragonolobus",1
"4637","thangjing",1
"4638","thap",1
"4639","tharigadwatershed",1
"4640","theaceae",1
"4641","thefarming-pastoralecotone",1
"4642","thelawofreturn",1
"4643","thenorthchinaplain",1
"4644","theobromacacao",1
"4645","theqinghai-tibetplateau",1
"4646","thermalprocessing(foods)",1
"4647","thermopsisinflata",1
"4648","three-stagemalmquist",1
"4649","threshold",1
"4650","thysanoptera",1
"4651","tibetans",1
"4652","tibetplateau",1
"4653","tienshan",1
"4654","tillagedepth",1
"4655","tillagemanagement",1
"4656","time-averagedcarbonstocks",1
"4657","timelageffects",1
"4658","timeseries",1
"4659","timeseriesphenology",1
"4660","tissue-culturedplants",1
"4661","tobaccobreeding",1
"4662","tobaccogermplasm",1
"4663","tobaccopowderymildew",1
"4664","tools",1
"4665","toonasinensis",1
"4666","top-downapproach",1
"4667","topographiceffect",1
"4668","tortricidae",1
"4669","totalcstock",1
"4670","totalenergies",1
"4671","totallandproductivity",1
"4672","totalorganiccarbon",1
"4673","totalphosphorus",1
"4674","tourismcharacteristics",1
"4675","tourismmarket",1
"4676","tourismperceptions",1
"4677","touristattraction",1
"4678","touristbehavior",1
"4679","touristdestination",1
"4680","traceelement",1
"4681","tractors(agricultural)",1
"4682","tractors(truck)",1
"4683","trademarks",1
"4684","traditionalagriculturalpractices",1
"4685","traditionalagriculturalsystem",1
"4686","traditionalagrodiversity",1
"4687","traditionalagroecosystems",1
"4688","traditionalagroforestry",1
"4689","traditionalculture",1
"4690","traditionalfarmingsystemdenitrification",1
"4691","traditionalfoodcrops",1
"4692","traditionalfoodsystems",1
"4693","traditionalhomegardens",1
"4694","traditionalknowledgesystems",1
"4695","traditionallandmanagement",1
"4696","traditionallandusepractices",1
"4697","traditionalmanagement",1
"4698","traditionalmanagementpractices",1
"4699","traditionalregulations",1
"4700","traditionknowledge",1
"4701","training",1
"4702","trait-basedapproaches",1
"4703","transboundarylandscape",1
"4704","transcriptome",1
"4705","transcriptomics",1
"4706","transdisciplinaryapproach",1
"4707","transformation",1
"4708","transformed",1
"4709","transformedagriculture",1
"4710","transformity",1
"4711","transgene",1
"4712","transgeneescape",1
"4713","transgenic",1
"4714","transhumance",1
"4715","transitionaleconomy",1
"4716","transitionofagriculturalsystemtoecologicalization",1
"4717","transitionzone",1
"4718","transpiration",1
"4719","transportproperties",1
"4720","trap(equipment)",1
"4721","traveldemand",1
"4722","tree-farming",1
"4723","treelegumes",1
"4724","treeplanting",1
"4725","treeshexapoda",1
"4726","treesonfarmland",1
"4727","treesoutsideforest(tof)",1
"4728","treesoutsideforests",1
"4729","trendstudy",1
"4730","trichoderma",1
"4731","trifolium",1
"4732","trifoliumalexandrinum",1
"4733","trigonellafoenum-graecum",1
"4734","trilliaceae",1
"4735","tripleagriculturalindustry",1
"4736","triplebottomline",1
"4737","tripleburden",1
"4738","triticeae",1
"4739","triticumaestivuml.",1
"4740","trixis",1
"4741","trophiccascade",1
"4742","trophiccascadeeffects",1
"4743","trophiclevel",1
"4744","tropical",1
"4745","tropicalenvironment",1
"4746","tropicalforest",1
"4747","tropicalpastures",1
"4748","tropicalregion",1
"4749","trust",1
"4750","trustworthiness",1
"4751","tuber",1
"4752","twentyfirstcentury",1
"4753","uncertainty",1
"4754","unclassifiedbacteria",1
"4755","unconsciousselection",1
"4756","underutilisedlegume",1
"4757","underutilizedspecies",1
"4758","unescoculturalheritagesites",1
"4759","unfccc",1
"4760","ungulata",1
"4761","unitedkingdom",1
"4762","unitedstates",1
"4763","universalsoillossequation",1
"4764","unsaturatedhydrocarbons",1
"4765","untargetedmetabolomics",1
"4766","unusableleaf",1
"4767","uplandagriculture",1
"4768","uplandrice",1
"4769","uplands",1
"4770","uplandtribes",1
"4771","upstream-downstreamlinkages",1
"4772","uptake",1
"4773","urban-ruralintegrateddevelopment",1
"4774","urbanagriculture",1
"4775","urbanagricultures",1
"4776","urbanenvironments",1
"4777","urbanexpansion",1
"4778","urbanizedarea",1
"4779","urbanplanning",1
"4780","urbanpopulation",1
"4781","usdacertifiedorganic",1
"4782","utilization",1
"4783","utilizationchina",1
"4784","uttarakhandhimalaya",1
"4785","vagueinterpretivestructuralmodelling",1
"4786","valleyregion",1
"4787","valtellina",1
"4788","valuation",1
"4789","value-addedprocessing",1
"4790","valuechains",1
"4791","variability",1
"4792","varietalage",1
"4793","varietalchoice",1
"4794","varietaldataset",1
"4795","varietalmixtures",1
"4796","varietalreplacementrates",1
"4797","varietalrichness",1
"4798","varietas",1
"4799","vectorautoregression",1
"4800","vegetablecultivation",1
"4801","vegetablefarming",1
"4802","vegetablegermplasmresources",1
"4803","vegetableproduction",1
"4804","vegetationdensity",1
"4805","vegetationdynamics",1
"4806","vegetationremotesensing",1
"4807","vegetationstrips",1
"4808","vegetationtype",1
"4809","verbenone",1
"4810","verticalcoordination",1
"4811","verticaldistribution",1
"4812","verticalintegration",1
"4813","verticality",1
"4814","verticalvariation",1
"4815","viability",1
"4816","vicia",1
"4817","vignaumbellata",1
"4818","villagecottageagribusiness",1
"4819","villagelevel",1
"4820","villages’exposure",1
"4821","virus",1
"4822","visibility",1
"4823","visibleandinvisibleconstraints",1
"4824","visualanalysis",1
"4825","vitaceae",1
"4826","vitamina",1
"4827","vitaminadeficiency",1
"4828","viticulture",1
"4829","volatileoil",1
"4830","volatileorganiccompounds",1
"4831","volume",1
"4832","voluntaryorganization",1
"4833","vulnerabilityanalysis",1
"4834","vulnerabilitymaps",1
"4835","vulnerablepopulation",1
"4836","vulnerablepopulations",1
"4837","wall-climbingcrop",1
"4838","wall-descendingcrop",1
"4839","wallcrop",1
"4840","walnuts",1
"4841","wapeople",1
"4842","washington[unitedstates]",1
"4843","waste",1
"4844","wastemanagement",1
"4845","wastetreatment",1
"4846","wastewater",1
"4847","wastingsyndrome",1
"4848","water-energy-foodnexus",1
"4849","water-savingagriculture",1
"4850","water-savingagricultures",1
"4851","wateravailability",1
"4852","waterconsumption",1
"4853","watereconomics",1
"4854","waterenergyfoodnexus",1
"4855","watererosion",1
"4856","waterharvesting",1
"4857","waterholdingcapacity",1
"4858","waterlevels",1
"4859","watermanagers",1
"4860","waterplanning",1
"4861","waterpollution",1
"4862","waterpotentialgradient",1
"4863","waterquality",1
"4864","waterqualityprotection",1
"4865","waterrecycling",1
"4866","waterresource",1
"4867","waterretention",1
"4868","watersavingagriculture",1
"4869","waterscarcity",1
"4870","watersheds",1
"4871","watershortage",1
"4872","watersustainability",1
"4873","waterthreshold",1
"4874","watertransferresistance",1
"4875","watertreatment",1
"4876","wateruptake",1
"4877","wateruse",1
"4878","waterusergroups",1
"4879","wateryield-storagecapacityratio",1
"4880","waveattenuation",1
"4881","weather-basedforecast",1
"4882","weathering",1
"4883","weathervariability",1
"4884","webbasedexpertsystem",1
"4885","webscraping",1
"4886","webscrapings",1
"4887","websites",1
"4888","weedmanagement",1
"4889","weedmulch",1
"4890","weightedaveragevarietalage",1
"4891","weirheight",1
"4892","weirs",1
"4893","wellbeing",1
"4894","westernchina",1
"4895","westerneurope",1
"4896","westernregion",1
"4897","westernregionofchina",1
"4898","wetland-agricultureinteractions",1
"4899","wetlandrecreationalagriculture",1
"4900","wetlands",1
"4901","wheatcrops",1
"4902","wheatseedtechnology",1
"4903","whole-farmmodel",1
"4904","wholefarms",1
"4905","wholeindustrychain",1
"4906","wholesalers",1
"4907","wideareanetworks",1
"4908","wildandnon-cultivatededibleplants",1
"4909","wildediblefruit",1
"4910","wildlifecropdamage",1
"4911","wildpig",1
"4912","wildplant",1
"4913","wildspecies",1
"4914","wildtea",1
"4915","willingnesstopay",1
"4916","winterwheat",1
"4917","women'sartisanalpalmoil",1
"4918","women'sengagement",1
"4919","women’sempowerment",1
"4920","wood",1
"4921","workercaste",1
"4922","workingmethods",1
"4923","workproductivity",1
"4924","wto",1
"4925","xinjianguygur",1
"4926","xinkaibasin",1
"4927","xml",1
"4928","yangziriver",1
"4929","yanhewan",1
"4930","year-roundintercropping",1
"4931","yieldadvantage",1
"4932","yieldandquality",1
"4933","yieldandyieldcomponents",1
"4934","yieldgap",1
"4935","yieldlosses",1
"4936","yieldperformance",1
"4937","yieldpotential",1
"4938","yieldstress",1
"4939","yongtai",1
"4940","youngadult",1
"4941","youngbudcrops",1
"4942","yulongsnowmountains",1
"4943","zambia",1
"4944","zea",1
"4945","zero-tillage",1
"4946","zerotilledgreengram",1
"4947","zhungeer",1
"4948","zhuoxi",1
"4949","zoning",1
"4950","zoogeography",1
"4951","zoospore",1
"4952","zootherapy",1
"4953","α-amylase",1
"4954","α-endosulphan",1
"4955","β-endosulphan",1
